時間,裝置,溫度(°C),酸鹼(pH),溶解(ppm),TDS(EC)(ppm),導電(mS/cm),濁度(NTU),光照(lx),CO2_B(ppm),CO2_C(ppm)
2026-05-08 2:56:50,UNO_01,22.9375,10.64782,984,6604,10.16078,270.2075,2255.833,-2,1260
2026-05-08 2:57:03,UNO_01,22.9375,10.49869,932,6611,10.17132,259.0767,2273.333,-2,1401
2026-05-08 2:57:15,UNO_01,22.9375,10.50392,932,6604,10.16078,722.0591,2260.833,-2,1334
2026-05-08 2:57:28,UNO_01,22.9375,10.74113,1053,6642,10.21872,282.1704,2269.167,-2,1309
2026-05-08 2:57:41,UNO_01,22.9375,10.53008,938,6613,10.17395,237.6021,2257.5,-2,1180
2026-05-08 2:57:54,UNO_01,22.9375,10.53532,931,6607,10.16605,344.9731,2256.667,-2,1835
2026-05-08 2:58:06,UNO_01,22.9375,10.62863,1069,6885,10.59271,251.354,2272.5,-2,2717
2026-05-08 2:58:19,UNO_01,22.9375,10.55276,932,6609,10.16868,259.9321,2269.167,-2,2206
2026-05-08 2:58:32,UNO_01,22.9375,10.55363,931,6607,10.16605,270.2075,2270,-2,1524
2026-05-08 2:58:44,UNO_01,22.9375,10.5484,1043,7005,10.77838,426.186,2270.833,-2,1559
2026-05-08 2:58:57,UNO_01,23,10.59375,929,6597,10.1499,225.5415,2253.333,-2,2054
2026-05-08 2:59:10,UNO_01,22.9375,10.56322,932,6609,10.16868,235.022,2253.333,-2,2349
2026-05-08 2:59:22,UNO_01,22.9375,10.57456,931,7088,10.90612,715.0181,2255,-2,1796
2026-05-08 2:59:35,UNO_01,22.9375,10.73851,937,6613,10.17527,278.7544,2247.5,-2,1677
2026-05-08 2:59:47,UNO_01,22.9375,10.58328,931,6606,10.16342,336.5298,2253.333,-2,1649
2026-05-08 3:00:00,UNO_01,22.9375,10.58415,932,6750,10.38465,777.2173,2257.5,-2,1307
2026-05-08 3:00:13,UNO_01,22.9375,10.75857,1014,6613,10.17395,283.8774,2256.667,-2,1200
2026-05-08 3:00:25,UNO_01,22.875,10.58328,934,6616,10.1796,253.9282,2258.333,-2,1329
2026-05-08 3:00:38,UNO_01,22.9375,10.58852,931,6608,10.16737,736.106,2270.833,-2,1299
2026-05-08 3:00:52,UNO_01,22.9375,10.76642,1056,6740,10.37016,220.3638,2270,-2,1296
2026-05-08 3:01:04,UNO_01,22.875,10.59724,934,6619,10.18356,220.3638,2252.5,-2,1312
2026-05-08 3:01:16,UNO_01,22.9375,10.59985,931,6609,10.16868,285.5864,2249.167,-2,1315
2026-05-08 3:01:29,UNO_01,22.9375,10.6016,1094,6996,10.7639,287.2915,2251.667,-2,1274
2026-05-08 3:01:42,UNO_01,22.9375,10.60857,932,6607,10.16605,300.9204,2247.5,-2,1326
2026-05-08 3:01:54,UNO_01,22.9375,10.60334,931,6613,10.17527,277.0474,2265,-2,1438
2026-05-08 3:02:07,UNO_01,22.9375,10.61468,987,7052,10.84949,578.3892,2265,-2,1459
2026-05-08 3:02:20,UNO_01,22.9375,10.71235,933,6604,10.16078,283.0239,2246.667,-2,2050
2026-05-08 3:02:32,UNO_01,22.9375,10.60683,932,6606,10.16342,237.6021,2250,-2,1746
2026-05-08 3:02:47,UNO_01,22.9375,10.61555,933,6936,10.67172,699.3345,2266.667,-2,1752
2026-05-08 3:02:58,UNO_01,22.9375,10.78125,969,6613,10.17395,191.8032,2268.333,-2,1383
2026-05-08 3:03:11,UNO_01,22.875,10.63125,934,6613,10.17433,255.647,2253.333,-2,1257
2026-05-08 3:03:23,UNO_01,22.9375,10.63474,931,6610,10.17,831.7017,2255.833,-2,1162
2026-05-08 3:03:36,UNO_01,22.9375,10.89723,1071,6626,10.19502,272.7739,2269.167,-2,1324
2026-05-08 3:03:49,UNO_01,22.875,10.68793,940,6643,10.22048,248.7798,2267.5,-2,1407
2026-05-08 3:04:01,UNO_01,22.9375,10.67136,939,6609,10.16868,511.0435,2249.167,-2,1604
2026-05-08 3:04:14,UNO_01,22.9375,10.81526,1063,6843,10.52818,217.7739,2252.5,-2,1148
2026-05-08 3:04:27,UNO_01,22.9375,10.68008,931,6607,10.16605,288.9966,2266.667,-2,1273
2026-05-08 3:04:40,UNO_01,22.9375,10.68096,931,6608,10.16737,222.9517,2262.5,-2,1086
2026-05-08 3:04:52,UNO_01,22.9375,10.68357,1065,7005,10.77838,329.7642,2250,-2,996
2026-05-08 3:05:05,UNO_01,22.9375,10.70886,932,6611,10.17132,205.6685,2259.167,-2,1010
2026-05-08 3:05:17,UNO_01,22.9375,10.68968,932,6605,10.1621,194.4048,2265.833,-2,1061
2026-05-08 3:05:30,UNO_01,22.9375,10.69142,955,7100,10.92324,622.5083,2269.167,-2,1066
2026-05-08 3:05:43,UNO_01,22.9375,10.83008,932,6613,10.17527,252.2153,2250.833,-2,996
2026-05-08 3:05:55,UNO_01,22.9375,10.70014,932,6610,10.17,241.9048,2250,-2,941
2026-05-08 3:06:08,UNO_01,22.9375,10.70014,931,6872,10.57296,753.2173,2263.333,-2,883
2026-05-08 3:06:21,UNO_01,22.9375,10.88328,991,6611,10.17132,271.9204,2272.5,-2,864
2026-05-08 3:06:33,UNO_01,22.875,10.7202,934,6619,10.18356,347.5044,2271.667,-2,827
2026-05-08 3:06:46,UNO_01,22.9375,10.70886,931,6615,10.1779,699.3345,2264.167,-2,826
2026-05-08 3:06:59,UNO_01,22.9375,10.9295,1053,6688,10.28983,166.5845,2249.167,-2,858
2026-05-08 3:07:11,UNO_01,22.9375,10.72107,932,6607,10.16605,185.7251,2267.5,-2,977
2026-05-08 3:07:24,UNO_01,22.9375,10.72543,932,6610,10.17,328.0708,2270.833,-2,972
2026-05-08 3:07:37,UNO_01,22.9375,10.76119,1082,6938,10.67435,276.1919,2249.167,-2,936
2026-05-08 3:07:49,UNO_01,22.9375,10.72805,932,6613,10.17395,314.5142,2269.167,-2,1165
2026-05-08 3:08:02,UNO_01,22.9375,10.7263,933,6612,10.17264,235.022,2251.667,-2,1322
2026-05-08 3:08:15,UNO_01,22.9375,10.72718,1018,7014,10.79155,464.2603,2251.667,-2,1507
2026-05-08 3:08:27,UNO_01,23,10.78212,928,6600,10.15516,261.645,2266.667,-2,1664
2026-05-08 3:08:40,UNO_01,22.9375,10.73067,932,6613,10.17395,227.2642,2248.333,-2,1735
2026-05-08 3:08:53,UNO_01,22.9375,10.72979,932,7049,10.84554,683.5981,2269.167,-2,1805
2026-05-08 3:09:05,UNO_01,22.9375,10.90944,943,6613,10.17527,235.022,2270.833,-2,1610
2026-05-08 3:09:18,UNO_01,22.9375,10.73939,932,6603,10.15947,220.3638,2255,-2,1805
2026-05-08 3:09:31,UNO_01,22.9375,10.73503,932,6719,10.33724,853.7603,2263.333,-2,1931
2026-05-08 3:09:43,UNO_01,22.9375,10.93474,1020,6609,10.16868,249.6372,2270,-2,1863
2026-05-08 3:09:57,UNO_01,22.875,10.74113,934,6619,10.18356,265.9302,2272.5,-2,2243
2026-05-08 3:10:09,UNO_01,22.9375,10.74288,931,6609,10.16868,574.3599,2255.833,-2,2372
2026-05-08 3:10:22,UNO_01,22.9375,10.90334,1056,6778,10.4281,202.2056,2267.5,-2,2414
2026-05-08 3:10:34,UNO_01,22.9375,10.74898,932,6613,10.17395,246.2017,2270.833,-2,2336
2026-05-08 3:10:47,UNO_01,22.9375,10.74985,931,6613,10.17395,209.1294,2259.167,-2,2303
2026-05-08 3:11:00,UNO_01,22.9375,10.75596,1084,6994,10.76127,277.9028,2265.833,-2,2351
2026-05-08 3:11:12,UNO_01,22.9375,10.75421,931,6608,10.16737,292.4067,2269.167,-2,2250
2026-05-08 3:11:27,UNO_01,22.9375,10.7577,932,6609,10.16868,345.8188,2257.5,-2,2216
2026-05-08 3:11:38,UNO_01,22.9375,10.75247,974,7059,10.86003,522.4673,2265,-2,2240
2026-05-08 3:11:50,UNO_01,22.9375,10.88241,932,6617,10.18054,295.813,2261.667,-2,2344
2026-05-08 3:12:03,UNO_01,22.875,10.75857,933,6618,10.18224,209.1294,2269.167,-2,1899
2026-05-08 3:12:16,UNO_01,22.9375,10.76206,931,6915,10.6388,663.8521,2267.5,-2,1776
2026-05-08 3:12:28,UNO_01,22.9375,10.93386,978,6611,10.17132,277.0474,2262.5,-2,1678
2026-05-08 3:12:41,UNO_01,22.9375,10.75508,937,6614,10.17659,239.3228,2258.333,-2,1537
2026-05-08 3:12:53,UNO_01,22.9375,10.75596,931,6613,10.17527,747.0024,2266.667,-2,1520
2026-05-08 3:13:06,UNO_01,22.9375,10.98619,1052,6648,10.22794,251.354,2264.167,-2,1369
2026-05-08 3:13:19,UNO_01,22.875,10.76555,935,6625,10.19279,203.938,2249.167,-2,1462
2026-05-08 3:13:32,UNO_01,22.9375,10.78561,947,6667,10.25823,560.6294,2270,-2,1487
2026-05-08 3:13:44,UNO_01,22.9375,10.87543,1072,6895,10.60851,247.9185,2268.333,-2,1544
2026-05-08 3:13:57,UNO_01,22.9375,10.77078,931,6612,10.17264,212.5884,2265,-2,1559
2026-05-08 3:14:10,UNO_01,22.9375,10.76468,931,6613,10.17527,190.0688,2249.167,-2,1342
2026-05-08 3:14:22,UNO_01,22.9375,10.77253,1043,7007,10.78102,502.8677,2248.333,-2,1293
2026-05-08 3:14:35,UNO_01,22.9375,10.83096,932,6614,10.17659,240.1841,2268.333,-2,1368
2026-05-08 3:14:48,UNO_01,22.9375,10.78299,932,6616,10.17922,216.0454,2267.5,-2,1226
2026-05-08 3:15:00,UNO_01,22.9375,10.77689,931,7106,10.93377,670.9692,2270,-2,1281
2026-05-08 3:15:13,UNO_01,22.9375,10.93561,933,6610,10.17,244.481,2270.833,-2,1204
2026-05-08 3:15:26,UNO_01,22.875,10.77689,934,6620,10.18488,261.645,2267.5,-2,1095
2026-05-08 3:15:39,UNO_01,22.9375,10.7795,932,6819,10.49131,772.5845,2250,-2,1100
2026-05-08 3:15:51,UNO_01,22.9375,10.97572,1002,6613,10.17527,243.6235,2247.5,-2,1043
2026-05-08 3:16:04,UNO_01,22.875,10.78735,934,6615,10.17697,228.1274,2249.167,-2,1036
2026-05-08 3:16:16,UNO_01,22.9375,10.78561,930,6613,10.17527,700.1216,2256.667,-2,1053
2026-05-08 3:16:30,UNO_01,22.9375,11.00363,1055,6708,10.32012,212.5884,2257.5,-2,1056
2026-05-08 3:16:42,UNO_01,22.9375,10.78735,932,6613,10.17527,227.2642,2253.333,-2,1147
2026-05-08 3:16:57,UNO_01,22.9375,10.78822,932,6611,10.17132,262.5044,2265,-2,1206
2026-05-08 3:17:07,UNO_01,22.9375,10.81439,1091,6953,10.69806,258.2173,2257.5,-2,1310
2026-05-08 3:17:20,UNO_01,22.9375,10.80654,931,6613,10.17395,253.0708,2270.833,-2,1475
2026-05-08 3:17:33,UNO_01,22.9375,10.79782,931,6613,10.17395,205.6685,2260.833,-2,1467
2026-05-08 3:17:46,UNO_01,22.9375,10.80043,1009,7029,10.81394,431.1685,2261.667,-2,1907
2026-05-08 3:17:59,UNO_01,22.9375,10.88939,931,6614,10.17659,170.0688,2262.5,-2,1881
2026-05-08 3:18:11,UNO_01,22.9375,10.80654,931,6611,10.17132,250.4966,2260.833,-2,1622
2026-05-08 3:18:23,UNO_01,22.9375,10.80392,931,7019,10.79945,631.2856,2260,-2,1586
2026-05-08 3:18:36,UNO_01,22.9375,10.97921,948,6620,10.1858,233.2993,2259.167,-2,2015
2026-05-08 3:18:49,UNO_01,22.875,10.79607,935,6615,10.17697,209.9927,2257.5,-2,2209
2026-05-08 3:19:01,UNO_01,22.9375,10.80218,931,6685,10.28588,774.1274,2255,-2,2313
2026-05-08 3:19:27,UNO_01,22.875,10.80305,935,6619,10.18356,216.9087,2265,-2,2054
2026-05-08 3:19:39,UNO_01,22.9375,10.80218,930,6610,10.17,552.5356,2250,-2,1801
2026-05-08 3:19:53,UNO_01,22.9375,10.9391,1060,6803,10.46761,174.4224,2260.833,-2,1635
2026-05-08 3:20:05,UNO_01,22.9375,10.81003,932,6611,10.17132,304.3228,2271.667,-2,1401
2026-05-08 3:20:18,UNO_01,22.9375,10.81177,932,6607,10.16473,231.5767,2267.5,-2,1420
2026-05-08 3:20:31,UNO_01,22.9375,10.81351,1068,7001,10.7718,311.1196,2265,-2,1545
2026-05-08 3:20:43,UNO_01,22.9375,10.83183,930,6612,10.17264,317.0591,2268.333,-2,1156
2026-05-08 3:20:55,UNO_01,22.9375,10.81439,930,6609,10.16868,203.0688,2270,-2,980
2026-05-08 3:21:09,UNO_01,22.9375,10.79694,965,7074,10.88373,609.7173,2255.833,-2,977
2026-05-08 3:21:21,UNO_01,22.9375,10.93997,932,6612,10.17264,288.1431,2250,-2,973
2026-05-08 3:21:33,UNO_01,22.9375,10.80654,930,6610,10.17,343.2856,2247.5,-2,1165
2026-05-08 3:21:46,UNO_01,22.9375,10.79956,932,6899,10.61509,743.1138,2252.5,-2,1204
2026-05-08 3:21:59,UNO_01,22.9375,10.98183,984,6613,10.17527,255.647,2256.667,-2,1046
2026-05-08 3:22:11,UNO_01,22.875,10.80915,933,6615,10.17829,294.9614,2271.667,-2,1110
2026-05-08 3:22:24,UNO_01,22.9375,10.79956,932,6610,10.17,807.9966,2255.833,-2,1292
2026-05-08 3:22:37,UNO_01,22.9375,11.04898,1052,6645,10.22399,209.1294,2270,-2,1123
2026-05-08 3:22:49,UNO_01,22.875,10.80043,934,6621,10.18751,319.6021,2256.667,-2,970
2026-05-08 3:23:02,UNO_01,22.9375,10.79433,933,6612,10.17264,339.0649,2268.333,-2,1013
2026-05-08 3:23:15,UNO_01,22.9375,10.86061,1073,6899,10.61509,256.5024,2255,-2,965
2026-05-08 3:23:27,UNO_01,22.9375,10.79782,932,6616,10.17922,265.9302,2260.833,-2,977
2026-05-08 3:23:40,UNO_01,22.9375,10.79956,933,6612,10.17264,260.7896,2267.5,-2,965
2026-05-08 3:23:53,UNO_01,22.9375,10.79258,1037,7017,10.79682,446.0864,2268.333,-2,946
2026-05-08 3:24:05,UNO_01,22.9375,10.85886,931,6610,10.17,241.9048,2263.333,-2,954
2026-05-08 3:24:19,UNO_01,22.875,10.80305,935,6619,10.18356,252.2153,2250,-2,1013
2026-05-08 3:24:31,UNO_01,22.875,10.79258,933,7088,10.90606,689.1118,2264.167,-2,958
2026-05-08 3:24:43,UNO_01,22.9375,10.97398,938,6607,10.16605,279.6099,2261.667,-2,985
2026-05-08 3:24:56,UNO_01,22.9375,10.79694,932,6608,10.16737,186.5962,2266.667,-2,982
2026-05-08 3:25:09,UNO_01,22.9375,10.79433,931,6762,10.4044,975.6606,2267.5,-2,968
2026-05-08 3:25:21,UNO_01,22.9375,10.99229,1014,6614,10.17659,463.4341,2252.5,-2,907
2026-05-08 3:25:34,UNO_01,22.875,10.79694,934,6618,10.18224,177.0317,2257.5,-2,943
2026-05-08 3:25:47,UNO_01,22.9375,10.7952,932,6619,10.18449,584.0278,2257.5,-2,988
2026-05-08 3:25:59,UNO_01,22.9375,10.97136,1057,6764,10.40703,216.9087,2270,-2,1021
2026-05-08 3:26:12,UNO_01,22.9375,10.79694,931,6604,10.16078,276.1919,2270,-2,1048
2026-05-08 3:26:25,UNO_01,22.875,10.78822,934,6623,10.19015,278.7544,2269.167,-2,1024
2026-05-08 3:26:38,UNO_01,22.9375,10.7952,1083,6995,10.76258,240.1841,2250.833,-2,993
2026-05-08 3:26:50,UNO_01,22.9375,10.7952,932,6616,10.17922,273.6274,2266.667,-2,1048
2026-05-08 3:27:03,UNO_01,22.9375,10.79171,931,6619,10.18317,264.2173,2269.167,-2,941
2026-05-08 3:27:16,UNO_01,22.9375,10.7891,983,7051,10.84818,550.104,2248.333,-2,1053
2026-05-08 3:27:28,UNO_01,22.9375,10.91381,930,6614,10.17659,231.5767,2256.667,-2,1260
2026-05-08 3:27:42,UNO_01,22.9375,10.79956,937,6614,10.17659,222.9517,2253.333,-2,1449
2026-05-08 3:27:54,UNO_01,22.9375,10.79346,931,6994,10.76127,683.5981,2256.667,-2,1567
2026-05-08 3:28:06,UNO_01,22.9375,10.97921,960,6611,10.17132,366.8657,2260.833,-2,1387
2026-05-08 3:28:19,UNO_01,22.875,10.80043,934,6627,10.19543,210.8599,2253.333,-2,1608
2026-05-08 3:28:32,UNO_01,22.9375,10.7952,932,6609,10.16868,824.0669,2268.333,-2,1591
2026-05-08 3:28:44,UNO_01,22.875,11.01322,1042,6616,10.1796,259.0767,2269.167,-2,1588
2026-05-08 3:28:57,UNO_01,22.875,10.79782,935,6618,10.18224,246.2017,2265,-2,2252
2026-05-08 3:29:10,UNO_01,22.9375,10.80043,931,6604,10.16078,454.356,2266.667,-2,1614
2026-05-08 3:29:22,UNO_01,22.9375,10.91904,1062,6841,10.52555,216.9087,2265.833,-2,1335
2026-05-08 3:29:35,UNO_01,22.9375,10.79607,933,6611,10.17132,262.5044,2269.167,-2,1955
2026-05-08 3:29:48,UNO_01,22.9375,10.78735,930,6607,10.16473,210.8599,2270.833,-2,898
2026-05-08 3:30:00,UNO_01,22.9375,10.78561,1059,6997,10.76522,300.0669,2265.833,-2,899
2026-05-08 3:30:13,UNO_01,22.9375,10.81003,934,6614,10.17659,209.9927,2248.333,-2,2684
2026-05-08 3:30:26,UNO_01,22.9375,10.78386,931,6614,10.17659,264.2173,2269.167,-2,3075
2026-05-08 3:30:38,UNO_01,22.9375,10.77863,955,7087,10.90348,659.0981,2253.333,-2,3147
2026-05-08 3:30:51,UNO_01,22.9375,10.91642,933,6614,10.17659,227.2642,2266.667,-2,4165
2026-05-08 3:31:04,UNO_01,22.9375,10.78125,931,6614,10.17659,244.481,2269.167,-2,3324
2026-05-08 3:31:17,UNO_01,22.9375,10.77863,931,6892,10.60324,742.3345,2262.5,-2,2728
2026-05-08 3:31:30,UNO_01,22.9375,10.9513,984,6611,10.17132,327.2271,2249.167,-2,2713
2026-05-08 3:31:42,UNO_01,22.875,10.77689,934,6621,10.18751,265.0708,2254.167,-2,2767
2026-05-08 3:31:54,UNO_01,22.9375,10.77427,931,6612,10.17264,746.2251,2269.167,-2,1995
2026-05-08 3:32:07,UNO_01,22.9375,11.00799,1053,6649,10.22926,262.5044,2271.667,-2,1859
2026-05-08 3:32:20,UNO_01,22.875,10.77863,934,6625,10.19279,235.022,2255,-2,2586
2026-05-08 3:32:32,UNO_01,22.9375,10.77253,931,6613,10.17395,376.9399,2266.667,-2,2758
2026-05-08 3:32:45,UNO_01,22.9375,10.87892,1070,6898,10.61378,224.6782,2267.5,-2,2596
2026-05-08 3:32:58,UNO_01,22.9375,10.78299,932,6617,10.18054,248.7798,2250.833,-2,1842
2026-05-08 3:33:11,UNO_01,22.875,10.7795,934,6621,10.18751,195.272,2255.833,-2,1738
2026-05-08 3:33:23,UNO_01,22.9375,10.77863,1031,7010,10.78497,417.0396,2247.5,-2,1943
2026-05-08 3:33:36,UNO_01,22.9375,10.81875,932,6666,10.25691,255.647,2269.167,-2,2011
2026-05-08 3:33:49,UNO_01,22.9375,10.77253,931,6611,10.17132,212.5884,2270,-2,1850
2026-05-08 3:34:02,UNO_01,22.9375,10.76555,932,7082,10.89558,689.8989,2270,-2,1918
2026-05-08 3:34:14,UNO_01,22.9375,10.94171,931,6609,10.16868,337.3755,2249.167,-2,2108
2026-05-08 3:34:27,UNO_01,22.875,10.76729,935,6621,10.1862,265.9302,2268.333,-2,1757
2026-05-08 3:34:39,UNO_01,22.9375,10.75508,932,6787,10.44259,796.4771,2262.5,-2,1384
2026-05-08 3:34:52,UNO_01,22.9375,10.9513,1008,6614,10.17659,228.9907,2254.167,-2,946
2026-05-08 3:35:05,UNO_01,22.875,10.72194,934,6620,10.18488,211.7251,2266.667,-2,859
2026-05-08 3:35:17,UNO_01,22.9375,10.6391,932,6613,10.17395,622.5083,2254.167,-2,781
2026-05-08 3:35:31,UNO_01,22.9375,10.7516,1055,6724,10.34514,175.2935,2253.333,-2,714
2026-05-08 3:35:43,UNO_01,22.9375,10.53706,931,6609,10.16868,169.1997,2270,-2,700
2026-05-08 3:35:55,UNO_01,22.9375,10.47863,931,6611,10.17132,119.3247,2255.833,-2,704
2026-05-08 3:36:08,UNO_01,22.875,10.44287,1098,6982,10.74257,366.0259,2255,-2,690
2026-05-08 3:36:22,UNO_01,22.9375,10.35131,932,6607,10.16605,456.8325,2250.833,-2,697
2026-05-08 3:36:34,UNO_01,22.9375,10.31381,932,6608,10.16737,154.3696,2261.667,-2,692
2026-05-08 3:36:46,UNO_01,22.9375,10.28764,1005,7029,10.81526,474.9673,2251.667,-2,685
2026-05-08 3:36:59,UNO_01,22.9375,10.33997,932,6611,10.17132,228.1274,2265.833,-2,689
2026-05-08 3:37:11,UNO_01,22.875,10.21875,933,6615,10.17697,131.6118,2249.167,-2,676
2026-05-08 3:37:24,UNO_01,22.9375,10.17863,931,7015,10.79287,640.0454,2253.333,-2,668
2026-05-08 3:37:37,UNO_01,22.9375,10.26148,955,6612,10.17264,192.6685,2255,-2,666
2026-05-08 3:37:49,UNO_01,22.875,10.06177,935,6612,10.17301,181.3813,2265.833,-2,659
2026-05-08 3:38:02,UNO_01,22.9375,10.00945,933,6607,10.16473,788.0161,2267.5,-2,665
2026-05-08 3:38:15,UNO_01,22.9375,10.11933,1039,6607,10.16605,183.9868,2268.333,-2,655
2026-05-08 3:38:27,UNO_01,22.875,9.930085,934,6608,10.16642,182.2485,2249.167,-2,660
2026-05-08 3:38:40,UNO_01,22.9375,9.898689,932,6607,10.16473,451.0493,2269.167,-2,667
2026-05-08 3:38:53,UNO_01,22.9375,9.944911,1064,6853,10.54399,177.9028,2260,-2,667
2026-05-08 3:39:06,UNO_01,22.9375,9.847237,932,6601,10.15683,177.9028,2263.333,-2,665
2026-05-08 3:39:19,UNO_01,22.9375,9.818458,932,6603,10.15947,203.938,2265,-2,662
2026-05-08 3:39:30,UNO_01,22.9375,9.800144,1045,7012,10.78892,386.9927,2267.5,-2,659
2026-05-08 3:39:43,UNO_01,23,9.831539,929,6599,10.15384,185.7251,2246.667,-2,662
2026-05-08 3:39:56,UNO_01,22.9375,9.77747,932,6614,10.17659,184.854,2265,-2,656
2026-05-08 3:40:12,UNO_01,22.9375,9.768748,931,7056,10.85608,638.4517,2261.667,-2,659
2026-05-08 3:40:22,UNO_01,23,9.869039,941,6600,10.15516,182.2485,2245,-2,653
2026-05-08 3:40:34,UNO_01,22.9375,9.732992,931,6608,10.16737,176.1626,2266.667,-2,645
2026-05-08 3:40:47,UNO_01,22.9375,9.705085,931,6643,10.22136,759.4224,2255,-2,645
2026-05-08 3:41:00,UNO_01,22.9375,9.814097,1033,6606,10.16342,177.0317,2259.167,-2,643
2026-05-08 3:41:12,UNO_01,22.9375,9.671946,932,6601,10.15552,176.1626,2260,-2,655
2026-05-08 3:41:25,UNO_01,22.9375,9.651888,931,6609,10.16868,502.0474,2261.667,-2,649
2026-05-08 3:41:37,UNO_01,22.9375,9.720783,1059,6806,10.47156,190.0688,2255,-2,648
2026-05-08 3:41:50,UNO_01,22.9375,9.638807,933,6607,10.16473,174.4224,2259.167,-2,650
2026-05-08 3:42:03,UNO_01,22.9375,9.623109,931,6602,10.15815,201.3384,2250,-2,650
2026-05-08 3:42:16,UNO_01,22.9375,9.617004,1064,6993,10.75995,274.4849,2255,-2,648
2026-05-08 3:42:28,UNO_01,22.9375,9.623981,932,6604,10.16078,170.9399,2260.833,-2,655
2026-05-08 3:42:41,UNO_01,22.9375,9.596946,937,6609,10.16868,159.606,2265.833,-2,652
2026-05-08 3:42:54,UNO_01,22.9375,9.584737,944,7100,10.92324,595.2856,2268.333,-2,652
2026-05-08 3:43:07,UNO_01,22.9375,9.665841,931,6607,10.16605,170.0688,2266.667,-2,648
2026-05-08 3:43:19,UNO_01,22.9375,9.566422,933,6601,10.15683,182.2485,2260,-2,640
2026-05-08 3:43:32,UNO_01,22.9375,9.541132,931,6840,10.52423,654.3423,2253.333,-2,640
2026-05-08 3:43:44,UNO_01,22.9375,9.635318,996,6601,10.15683,165.7134,2263.333,-2,652
2026-05-08 3:43:57,UNO_01,22.9375,9.51933,930,6601,10.15552,170.0688,2265,-2,646
2026-05-08 3:44:10,UNO_01,22.9375,9.509737,931,6606,10.16342,605.7134,2250,-2,643
2026-05-08 3:44:22,UNO_01,22.9375,9.605666,1054,6704,10.31485,203.938,2265,-2,640
2026-05-08 3:44:35,UNO_01,22.9375,9.504504,932,6601,10.15552,188.3306,2262.5,-2,641
2026-05-08 3:44:48,UNO_01,22.9375,9.505376,932,6600,10.1542,187.4614,2265.833,-2,638
2026-05-08 3:45:00,UNO_01,23,9.495783,1095,6965,10.71546,219.4985,2265,-2,638
2026-05-08 3:45:13,UNO_01,23,9.490551,930,6594,10.14595,234.1587,2270,-2,643
2026-05-08 3:45:26,UNO_01,22.9375,9.485319,932,6609,10.16868,178.7739,2268.333,-2,638
2026-05-08 3:45:38,UNO_01,22.9375,9.480085,988,7050,10.84686,508.5903,2259.167,-2,640
2026-05-08 3:45:51,UNO_01,23,9.540259,930,6593,10.14332,178.7739,2269.167,-2,648
2026-05-08 3:46:04,UNO_01,22.9375,9.461772,931,6603,10.15947,170.9399,2267.5,-2,648
2026-05-08 3:46:16,UNO_01,22.9375,9.451306,931,6928,10.65855,648.7876,2267.5,-2,640
2026-05-08 3:46:29,UNO_01,23,9.548981,981,6599,10.15253,172.6821,2265.833,-2,638
2026-05-08 3:46:42,UNO_01,22.9375,9.441714,930,6605,10.1621,183.1196,2266.667,-2,637
2026-05-08 3:46:54,UNO_01,22.9375,9.432994,931,6600,10.1542,654.3423,2273.333,-2,630
2026-05-08 3:47:07,UNO_01,22.9375,9.527179,1054,6681,10.2793,170.0688,2271.667,-2,637
2026-05-08 3:47:20,UNO_01,22.9375,9.422527,931,6608,10.16737,166.5845,2265,-2,642
2026-05-08 3:47:32,UNO_01,22.9375,9.418167,932,6609,10.16868,188.3306,2248.333,-2,643
2026-05-08 3:47:45,UNO_01,22.9375,9.462644,1095,6967,10.71913,197.8716,2261.667,-2,645
2026-05-08 3:47:58,UNO_01,23,9.417295,929,6597,10.1499,170.0688,2255,-2,647
2026-05-08 3:48:12,UNO_01,22.9375,9.414679,931,6607,10.16473,170.9399,2264.167,-2,646
2026-05-08 3:48:23,UNO_01,22.9375,9.411191,997,7038,10.82842,499.5903,2263.333,-2,643
2026-05-08 3:48:36,UNO_01,23,9.480085,928,6598,10.15121,185.7251,2265,-2,651
2026-05-08 3:48:49,UNO_01,22.9375,9.415551,930,6604,10.16078,176.1626,2270.833,-2,650
2026-05-08 3:49:02,UNO_01,22.9375,9.418167,932,6920,10.6467,658.3071,2256.667,-2,643
2026-05-08 3:49:14,UNO_01,22.9375,9.506248,984,6606,10.16342,188.3306,2259.167,-2,640
2026-05-08 3:49:27,UNO_01,22.9375,9.404214,932,6602,10.15815,193.5356,2267.5,-2,633
2026-05-08 3:49:39,UNO_01,22.9375,9.397237,932,6607,10.16605,696.1919,2264.167,-2,640
2026-05-08 3:49:52,UNO_01,23,9.514969,1049,6673,10.26696,177.9028,2260.833,-2,640
2026-05-08 3:50:05,UNO_01,22.9375,9.384155,931,6603,10.15947,175.2935,2261.667,-2,639
2026-05-08 3:50:18,UNO_01,23,9.371074,930,6597,10.1499,165.7134,2253.333,-2,638
2026-05-08 3:50:30,UNO_01,22.9375,9.366714,1090,6994,10.76127,187.4614,2262.5,-2,648
2026-05-08 3:50:43,UNO_01,23,9.378051,929,6601,10.15648,182.2485,2264.167,-2,654
2026-05-08 3:50:55,UNO_01,22.9375,9.375435,931,6607,10.16605,159.606,2271.667,-2,640
2026-05-08 3:51:08,UNO_01,23,9.373691,977,7052,10.84962,521.6528,2255.833,-2,639
